name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness_Centrality,Betweenness_Centrality,in_degree,out_degree,degree,bug
org.apache.tools.ant.taskdefs.Mkdir,3,3,6,50,1,33.33333206,24.37553787,64.02715302,1.5,0.5,0,0,0.187362637,0,0,3,3,0
org.apache.tools.ant.taskdefs.Move,10,28,90,31.11111069,1,10,28.20844078,46.45389938,31,0.688888907,4.5,5,0.263761468,1.55E-05,1,9,10,1
org.apache.tools.ant.taskdefs.Nice,3,4,6,66.66666412,1,33.33333206,27.69164467,58.03248978,1,0.333333343,0,0,0.215549937,0,0,3,3,0
org.apache.tools.ant.taskdefs.Pack,8,13,56,23.2142849,1,12.5,26.78725243,56.54545593,21.5,0.767857134,5,8.928571701,0.18902439,5.13E-06,2,6,8,1
org.apache.tools.ant.taskdefs.Parallel,8,7,56,12.5,3,37.5,24.67700195,61.21794891,24.5,0.875,12,21.4285717,0.189114898,6.90E-05,2,8,10,1
org.apache.tools.ant.taskdefs.Patch,10,21,90,23.33333397,1,10,28.29457283,41.76732254,34.5,0.766666651,0,0,0.225429975,0,0,10,10,0
org.apache.tools.ant.taskdefs.PathConvert,12,20,132,15.15151501,2,16.66666603,29.4142971,46.52588654,56,0.848484874,10,7.575757504,0.23160027,5.89E-05,1,12,13,0
org.apache.tools.ant.taskdefs.PreSetDef,10,31,90,34.44444275,1,10,27.86391068,52.60162735,29.5,0.655555546,0,0,0.227788911,0,0,10,10,0
org.apache.tools.ant.taskdefs.ProcessDestroyer,2,0,2,0,2,100,3.057708979,100,1,1,1,50,1,3.86E-05,2,1,3,0
org.apache.tools.ant.taskdefs.Property,13,44,156,28.20512772,1,7.692307472,28.50990486,40.73846054,56,0.717948735,11.25,7.211538315,0.236316806,4.42E-05,4,9,13,1
org.apache.tools.ant.taskdefs.PumpStreamHandler,14,20,182,10.98901081,4,28.5714283,6.45994854,50.16722488,81,0.890109897,14.5,7.967032909,1,2.90E-05,12,2,14,1
org.apache.tools.ant.taskdefs.Recorder,9,18,72,25,3,33.33333206,27.99310875,55.84192276,27,0.75,0,0,0.218216319,0,0,9,9,1
org.apache.tools.ant.taskdefs.RecorderEntry,10,26,90,28.88888931,1,10,28.16537476,53.12753677,32,0.711111128,1.75,1.944444418,0.216783217,3.87E-07,1,9,10,1
org.apache.tools.ant.taskdefs.Redirector,24,53,552,9.601449013,7,29.16666603,29.37123108,45.01650238,249.5,0.9039855,80.75,14.62862301,0.249173827,0.000373545,6,19,25,1
org.apache.tools.ant.taskdefs.Rename,5,10,20,50,1,20,28.33764076,46.63359451,5,0.5,0,0,0.226127321,0,0,5,5,0
org.apache.tools.ant.taskdefs.Replace,10,11,90,12.22222233,1,10,25.53832817,59.29999924,39.5,0.877777755,29.5,32.77777863,0.226143791,0.00015341,4,10,14,1
org.apache.tools.ant.taskdefs.ResourceCount,7,8,42,19.04761887,2,28.5714283,28.76830292,51.90365219,17,0.809523821,0,0,0.21747449,0,0,7,7,0
org.apache.tools.ant.taskdefs.Rmic,25,73,600,12.16666698,2,8,30.14642525,36.43935394,263.5,0.87833333,147.5601196,24.59335327,0.258104738,0.00038419,8,19,27,1
org.apache.tools.ant.taskdefs.SQLExec,12,17,132,12.87878799,3,25,29.28509903,49.81684875,57.5,0.871212125,6,4.545454502,0.23743978,1.25E-05,1,12,13,1
org.apache.tools.ant.taskdefs.SendEmail,1,0,0,0,1,100,0.689061165,100,0,0,0,0,0.194905869,0,0,1,1,0
org.apache.tools.ant.taskdefs.Sequential,3,2,6,33.33333206,1,33.33333206,24.2463398,75.87600708,2,0.666666687,0,0,0.180232558,0,0,3,3,0
org.apache.tools.ant.taskdefs.SignJar,9,14,72,19.44444466,2,22.22222137,25.83979416,64.17111969,29,0.805555582,0,0,0.228455755,0,0,9,9,1
org.apache.tools.ant.taskdefs.Sleep,2,1,2,50,1,50,24.2463398,77.33516693,0.5,0.5,0,0,0.180042239,0,0,2,2,0
org.apache.tools.ant.taskdefs.StreamPumper,5,1,20,5,4,80,2.713178396,75,9.5,0.949999988,0,0,0,0,5,0,5,1
org.apache.tools.ant.taskdefs.SubAnt,15,43,210,20.47619057,1,6.666666508,28.98363495,44.42244339,83.5,0.795238078,0,0,0.24852459,0,0,15,15,1
org.apache.tools.ant.taskdefs.Sync,12,19,132,14.39393902,2,16.66666603,29.15590096,48.25374222,56.5,0.856060624,11,8.333333015,0.253284672,1.84E-05,1,12,13,1
org.apache.tools.ant.taskdefs.Tar,25,76,600,12.66666698,3,12,31.61067963,37.44897842,262,0.873333335,16.83333397,2.805555582,0.285268901,2.04E-05,1,25,26,1
org.apache.tools.ant.taskdefs.TaskOutputStream,1,0,0,0,1,100,8.311800003,100,0,0,0,0,0.17994723,0,0,1,1,0
org.apache.tools.ant.taskdefs.Taskdef,1,0,0,0,1,100,0.129198968,100,0,0,0,0,0.16269084,0,0,1,1,0
org.apache.tools.ant.taskdefs.TempFile,5,11,20,55,1,20,28.46683884,51.88383102,4.5,0.449999988,0,0,0.225827815,0,1,4,5,1
org.apache.tools.ant.taskdefs.Touch,18,39,306,12.74509811,2,11.11111069,31.13695145,38.95474243,133.5,0.872548997,16,5.228758335,0.254062038,6.35E-05,1,18,19,1
org.apache.tools.ant.taskdefs.Transform,1,0,0,0,1,100,1.248923302,100,0,0,0,0,0.226737338,0,0,1,1,0
org.apache.tools.ant.taskdefs.Tstamp,5,9,20,45,1,20,27.77777863,50.8274231,5.5,0.550000012,0.5,2.5,0.216814159,3.08E-07,1,5,6,0
org.apache.tools.ant.taskdefs.Typedef,3,2,6,33.33333206,2,66.66666412,1.335055947,75.60975647,2,0.666666687,2,33.33333206,0.193732194,6.31E-05,2,1,3,0
org.apache.tools.ant.taskdefs.Unpack,9,19,72,26.38888931,1,11.11111069,29.84496117,46.82432556,26.5,0.736111104,7,9.722222328,0.217059198,4.68E-05,2,7,9,1
org.apache.tools.ant.taskdefs.Untar,9,12,72,16.66666603,2,22.22222137,26.83031845,62.23776245,30,0.833333313,0,0,0.218280216,0,0,9,9,1
org.apache.tools.ant.taskdefs.UpToDate,17,40,272,14.70588207,1,5.882352829,30.31869125,40.02273941,116,0.852941155,10.33333302,3.799019575,0.264660494,0.000109787,1,16,17,1
org.apache.tools.ant.taskdefs.VerifyJar,10,15,90,16.66666603,1,10,25.02153397,71.55172729,37.5,0.833333313,0,0,0.235079172,0,0,10,10,1
org.apache.tools.ant.taskdefs.WaitFor,5,4,20,20,2,40,26.9164505,63.77550888,8,0.800000012,0,0,0.233418367,0,0,5,5,1
org.apache.tools.ant.taskdefs.War,6,7,30,23.33333397,1,16.66666603,25.36606407,74.27490234,11.5,0.766666651,0,0,0.22600243,0,0,6,6,1
org.apache.tools.ant.taskdefs.WhichResource,5,11,20,55,1,20,28.16537476,51.29411697,4.5,0.449999988,0,0,0.227788911,0,0,5,5,0
org.apache.tools.ant.taskdefs.XSLTLiaison,3,2,6,33.33333206,2,66.66666412,1.507321239,89.74359131,2,0.666666687,0,0,0,0,3,0,3,0
org.apache.tools.ant.taskdefs.XSLTLiaison2,3,2,6,33.33333206,1,33.33333206,1.291989684,83.33333588,2,0.666666687,2,33.33333206,0.231598985,4.96E-05,2,2,4,0
org.apache.tools.ant.taskdefs.XSLTLiaison3,4,5,12,41.66666794,1,25,5.555555344,82.16560364,3.5,0.583333313,0.5,4.166666508,0.191802417,9.28E-08,2,2,4,0
org.apache.tools.ant.taskdefs.XSLTLogger,3,3,6,50,1,33.33333206,2.239448786,77.61193848,1.5,0.5,0,0,0,0,3,0,3,0
org.apache.tools.ant.taskdefs.XSLTLoggerAware,3,3,6,50,1,33.33333206,2.239448786,77.61193848,1.5,0.5,0,0,1,0,2,1,3,0
org.apache.tools.ant.taskdefs.XSLTProcess,29,80,812,9.852216721,1,3.448275805,32.3858757,37.94147491,366,0.901477814,98.75,12.16133022,0.300906843,0.000227851,4,27,31,1
org.apache.tools.ant.taskdefs.XmlProperty,19,45,342,13.15789509,1,5.263157845,40.18087769,43.78226089,148.5,0.868421078,0,0,0.280701754,0,0,19,19,1
org.apache.tools.ant.taskdefs.Zip,31,85,930,9.139784813,2,6.451612949,31.65374756,38.5220108,422.5,0.908602178,13.66666698,1.469534039,0.282945736,2.05E-05,1,30,31,1
org.apache.tools.ant.taskdefs.compilers.AptCompilerAdapter,10,24,90,26.66666603,1,10,24.67700195,54.51950455,33,0.733333349,1.333333373,1.481481433,0.213414634,9.12E-07,1,9,10,0
org.apache.tools.ant.taskdefs.compilers.AptExternalCompilerAdapter,6,12,30,40,1,16.66666603,23.85874176,80.28985596,9,0.600000024,0,0,0.211664153,0,0,6,6,0
org.apache.tools.ant.taskdefs.compilers.CompilerAdapter,4,5,12,41.66666794,1,25,23.51421165,90.39735413,3.5,0.583333313,1,8.333333015,0.202623907,1.29E-06,3,2,5,0
org.apache.tools.ant.taskdefs.compilers.CompilerAdapterFactory,14,27,182,14.83516502,1,7.142857075,24.67700195,65.71100616,77.5,0.851648331,82,45.0549469,0.215281363,0.000129762,1,13,14,0
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,26,104,650,16,1,3.846153736,29.45736504,33.87815857,273,0.839999974,63.33333206,9.743589401,0.248066627,0.000168273,10,16,26,1
org.apache.tools.ant.taskdefs.compilers.Gcj,8,20,56,35.7142868,1,12.5,27.56244659,50.31446457,18,0.642857134,9,16.0714283,0.234269663,8.22E-06,1,7,8,1
org.apache.tools.ant.taskdefs.compilers.Javac12,10,23,90,25.55555534,1,10,26.18432426,49.43089294,33.5,0.74444443,8.833333015,9.814814568,0.2224,8.92E-06,1,9,10,0
org.apache.tools.ant.taskdefs.compilers.Javac13,6,10,30,33.33333206,1,16.66666603,23.98794174,66.23067474,10,0.666666687,5.5,18.33333397,0.210606061,3.45E-06,1,5,6,0
org.apache.tools.ant.taskdefs.compilers.JavacExternal,8,18,56,32.1428566,1,12.5,25.10766602,65.65315247,19,0.678571403,6,10.71428585,0.218897638,7.15E-06,1,7,8,0
org.apache.tools.ant.taskdefs.compilers.Jikes,8,20,56,35.7142868,1,12.5,27.56244659,50.31446457,18,0.642857134,9,16.0714283,0.234269663,8.22E-06,1,7,8,0
org.apache.tools.ant.taskdefs.compilers.Jvc,8,20,56,35.7142868,1,12.5,27.56244659,50.31446457,18,0.642857134,9,16.0714283,0.234269663,8.22E-06,1,7,8,0
org.apache.tools.ant.taskdefs.compilers.Kjc,10,29,90,32.22222137,1,10,28.03617477,47.76229095,30.5,0.677777767,13,14.44444466,0.255671367,0.00010792,1,9,10,0
org.apache.tools.ant.taskdefs.compilers.Sj,5,7,20,35,1,20,23.81567574,80.72992706,6.5,0.649999976,5,25,0.210393542,3.36E-06,1,4,5,0
org.apache.tools.ant.taskdefs.condition.And,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0.5,8.333333015,0.208476518,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.AntVersion,4,2,12,16.66666603,2,50,27.04565048,65.7591629,5,0.833333313,0,0,0.215636822,0,0,4,4,0
org.apache.tools.ant.taskdefs.condition.Condition,36,57,1260,4.523809433,2,5.555555344,24.84926796,73.50318146,601.5,0.954761922,1.055555582,0.083774254,0.139687757,1.02E-07,35,1,36,0
org.apache.tools.ant.taskdefs.condition.ConditionBase,27,43,702,6.125356197,2,7.407407284,19.25064659,67.83004761,329.5,0.938746452,159.5,22.72079849,0.262247839,0.000404949,8,22,30,0
org.apache.tools.ant.taskdefs.condition.Contains,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0.5,8.333333015,0.140041068,8.84E-09,1,2,3,0
org.apache.tools.ant.taskdefs.condition.Equals,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0.5,8.333333015,0.140041068,8.84E-09,1,2,3,0
org.apache.tools.ant.taskdefs.condition.FilesMatch,4,3,12,25,1,25,24.4186039,76.10738373,4.5,0.75,1.5,12.5,0.193639977,5.75E-07,1,3,4,0
org.apache.tools.ant.taskdefs.condition.HasFreeSpace,5,1,20,5,4,80,23.51421165,85.98425293,9.5,0.949999988,0,0,0.16372315,0,0,5,5,0
org.apache.tools.ant.taskdefs.condition.HasMethod,7,14,42,33.33333206,1,14.28571415,27.82084465,51.72137833,14,0.666666687,0,0,0.227636849,0,0,7,7,0
org.apache.tools.ant.taskdefs.condition.Http,4,3,12,25,1,25,23.94487572,83.60902405,4.5,0.75,0.5,4.166666508,0.177604167,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.IsFailure,2,0,2,0,2,100,4.478897572,98.11320496,1,1,0,0,0.192549843,0,0,2,2,0
org.apache.tools.ant.taskdefs.condition.IsFalse,4,3,12,25,1,25,23.94487572,83.60902405,4.5,0.75,0.5,4.166666508,0.177604167,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.IsFileSelected,7,10,42,23.80952454,1,14.28571415,27.99310875,55.41347122,16,0.761904776,2.833333254,6.746031761,0.252212389,4.42E-05,1,6,7,0
org.apache.tools.ant.taskdefs.condition.IsReachable,3,1,6,16.66666603,2,66.66666412,23.94487572,87.14733887,2.5,0.833333313,0,0,0.177604167,0,0,3,3,0
org.apache.tools.ant.taskdefs.condition.IsReference,6,9,30,30,1,16.66666603,27.34711456,57.25879288,10.5,0.699999988,1.333333373,4.444444656,0.215549937,6.77E-07,1,5,6,1
org.apache.tools.ant.taskdefs.condition.IsSet,5,7,20,35,1,20,27.30404854,60.66985703,6.5,0.649999976,0.333333343,1.666666627,0.215277778,8.84E-09,1,4,5,0
org.apache.tools.ant.taskdefs.condition.IsSigned,7,5,42,11.90476227,2,28.5714283,24.07407379,86.39876556,18.5,0.880952358,7.5,17.8571434,0.184486373,5.16E-06,2,5,7,1
org.apache.tools.ant.taskdefs.condition.IsTrue,4,3,12,25,1,25,23.94487572,83.60902405,4.5,0.75,0.5,4.166666508,0.177604167,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.Matches,6,7,30,23.33333397,1,16.66666603,27.34711456,60.94049835,11.5,0.766666651,0,0,0.219010918,0,0,6,6,0
org.apache.tools.ant.taskdefs.condition.Not,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0.5,8.333333015,0.208476518,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.Or,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0.5,8.333333015,0.208476518,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.Os,27,62,702,8.83190918,2,7.407407284,27.08871651,48.91135406,320,0.911680937,27.5,3.917378902,0.13986014,0.000223984,25,2,27,1
org.apache.tools.ant.taskdefs.condition.ParserSupports,9,9,72,12.5,1,11.11111069,29.069767,59.57634735,31.5,0.875,0,0,0.237796374,0,0,9,9,0
org.apache.tools.ant.taskdefs.condition.ResourcesMatch,6,8,30,26.66666603,1,16.66666603,25.71059418,76.73522186,11,0.733333349,0,0,0.202494062,0,0,6,6,0
org.apache.tools.ant.taskdefs.condition.Socket,4,3,12,25,1,25,23.94487572,83.60902405,4.5,0.75,0.5,4.166666508,0.177604167,8.84E-09,1,3,4,0
org.apache.tools.ant.taskdefs.condition.TypeFound,7,14,42,33.33333206,1,14.28571415,27.47631264,58.85608673,14,0.666666687,0,0,0.226127321,0,0,7,7,0
org.apache.tools.ant.taskdefs.condition.Xor,3,2,6,33.33333206,1,33.33333206,23.16968155,89.96655273,2,0.666666687,0,0,0.208810069,0,0,3,3,0
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,4,3,12,25,1,25,0.818260133,70.37036896,4.5,0.75,1.5,12.5,1,6.49E-07,3,1,4,0
org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,4,3,12,25,1,25,0.732127488,68,4.5,0.75,2,16.66666603,0.666666667,7.42E-07,3,1,4,1
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,13,20,156,12.82051277,1,7.692307472,28.38070679,51.68627548,68,0.871794879,0,0,0.274298056,0,0,13,13,1
org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,8,7,56,12.5,2,25,28.20844078,88.1561203,24.5,0.875,4.5,8.035714149,0.163670766,9.03E-06,1,7,8,0
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,8,7,56,12.5,3,37.5,29.45736504,76.76767731,24.5,0.875,0,0,0.229447853,0,0,8,8,1
org.apache.tools.ant.taskdefs.cvslib.CvsTagEntry,1,0,0,0,1,100,0.344530582,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.cvslib.CvsUser,2,1,2,50,1,50,23.2558136,98.54014587,0.5,0.5,0,0,0.139811398,0,1,1,2,0
org.apache.tools.ant.taskdefs.cvslib.CvsVersion,3,3,6,50,1,33.33333206,17.05426407,96.11650848,1.5,0.5,0,0,0.221822542,0,1,2,3,1
org.apache.tools.ant.taskdefs.cvslib.RCSFile,2,1,2,50,1,50,0.387596905,75,0.5,0.5,0,0,0,0,2,0,2,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingOutputStream,3,1,6,16.66666603,2,66.66666412,0.344530582,72.72727203,2.5,0.833333313,1,16.66666603,0.571428571,2.78E-07,1,2,3,0
org.apache.tools.ant.taskdefs.cvslib.RedirectingStreamHandler,5,3,20,15,2,40,23.47114563,95.78207397,8.5,0.850000024,2,10,0.142274766,4.64E-07,1,4,5,0
org.apache.tools.ant.taskdefs.email.EmailAddress,5,5,20,25,1,20,1.119724393,50.98039246,7.5,0.75,0,0,0,0,5,0,5,0
org.apache.tools.ant.taskdefs.email.EmailTask,16,28,240,11.66666698,3,18.75,29.15590096,46.30643082,106,0.883333325,27,11.25,0.241403026,0.000126692,2,14,16,1
org.apache.tools.ant.taskdefs.email.Header,3,1,6,16.66666603,2,66.66666412,0.904392779,67.74193573,2.5,0.833333313,0,0,0,0,3,0,3,0
org.apache.tools.ant.taskdefs.email.Mailer,9,16,72,22.22222137,1,11.11111069,24.76313591,73.06226349,28,0.777777791,6,8.333333015,0.181289641,1.11E-05,4,5,9,1
org.apache.tools.ant.taskdefs.email.Message,7,9,42,21.4285717,1,14.28571415,18.17398834,84.73895264,16.5,0.785714269,7,16.66666603,0.214735516,0.000229216,5,2,7,0
org.apache.tools.ant.taskdefs.email.MimeMailer,7,3,42,7.142857075,4,57.1428566,23.34194565,96.6131897,19.5,0.928571403,6,14.28571415,0.180541103,6.42E-05,1,7,8,1
org.apache.tools.ant.taskdefs.email.PlainMailer,8,9,56,16.0714283,2,25,23.64341164,94.16809845,23.5,0.839285731,6,10.71428585,0.181110535,5.14E-05,2,6,8,1
org.apache.tools.ant.taskdefs.email.UUMailer,3,1,6,16.66666603,2,66.66666412,23.2558136,99.26470947,2.5,0.833333313,0,0,0.159328189,0,0,3,3,0
org.apache.tools.ant.taskdefs.optional.ANTLR,18,48,306,15.68627453,2,11.11111069,29.54349709,35.87866211,129,0.843137264,0,0,0.255319149,0,0,18,18,0
org.apache.tools.ant.taskdefs.optional.Cab,14,37,182,20.32966995,2,14.28571415,29.54349709,37.34349442,72.5,0.796703279,0,0,0.275737941,0,0,14,14,0
org.apache.tools.ant.taskdefs.optional.EchoProperties,15,21,210,10,4,26.66666603,36.34797668,46.78492355,94.5,0.899999976,27,12.85714245,0.269552012,0.000170915,1,15,16,0
org.apache.tools.ant.taskdefs.optional.Javah,16,46,240,19.16666603,2,12.5,28.68217087,38.4304657,97,0.808333337,43.67856979,18.19940567,0.227501397,0.000156729,4,14,18,0
org.apache.tools.ant.taskdefs.optional.Native2Ascii,20,40,380,10.52631569,2,10,29.32816505,42.80326843,170,0.894736826,87.59999847,23.05263138,0.251376147,0.00027732,5,17,22,0
org.apache.tools.ant.taskdefs.optional.PropertyFile,5,6,20,30,1,20,25.62446213,57.43243408,7,0.699999988,0,0,0.198847262,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.RenameExtensions,9,14,72,19.44444466,1,11.11111069,25.66752815,55.4418602,29,0.805555582,0,0,0.234617985,0,0,9,9,0
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,10,18,90,20,1,10,28.68217087,42.23208618,36,0.800000012,0,0,0.250551065,0,0,10,10,1
org.apache.tools.ant.taskdefs.optional.Rpm,15,40,210,19.04761887,1,6.666666508,29.19896698,35.74064255,85,0.809523821,0,0,0.247471342,0,0,15,15,1
org.apache.tools.ant.taskdefs.optional.SchemaValidate,10,20,90,22.22222137,1,10,26.65805435,78.75318146,35,0.777777791,0,0,0.241077441,0,0,10,10,0
org.apache.tools.ant.taskdefs.optional.Script,8,21,56,37.5,1,12.5,28.25150681,47.46743774,17.5,0.625,0,0,0.228325612,0,0,8,8,0
org.apache.tools.ant.taskdefs.optional.TraXLiaison,35,90,1190,7.563024998,1,2.857142925,33.85012817,47.29241943,550,0.924369752,0,0,0.299843014,0,0,35,35,1
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,27,75,702,10.68376064,3,11.11111069,33.20413589,35.860466,313.5,0.89316237,40.5,5.769230843,0.301950806,9.38E-05,2,26,28,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheck,12,18,132,13.63636398,4,33.33333206,27.82084465,44.09556198,57,0.863636374,27,20.45454597,0.24290429,0.000204848,3,9,12,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckin,1,0,0,0,1,100,0.516795874,100,0,0,0,0,0.195859873,0,0,1,1,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckinDefault,1,0,0,0,1,100,0.516795874,100,0,0,0,0,0.195859873,0,0,1,1,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCheckout,1,0,0,0,1,100,0.516795874,100,0,0,0,0,0.195859873,0,0,1,1,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask,7,13,42,30.95238113,1,14.28571415,24.20327377,57.5819664,14.5,0.690476179,0,0,0.201202843,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.ccm.CCMReconfigure,6,11,30,36.66666794,1,16.66666603,24.16020584,59.36507797,9.5,0.633333325,0,0,0.201092896,0,0,6,6,0
org.apache.tools.ant.taskdefs.optional.ccm.Continuus,12,35,132,26.51515198,1,8.333333015,28.8975029,40.98961639,48.5,0.734848499,5.75,4.356060505,0.234804862,4.61E-05,3,9,12,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckin,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCCheckout,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCLock,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkattr,8,19,56,33.92856979,1,12.5,27.43324661,46.70087814,18.5,0.660714269,0,0,0.231559855,0,0,8,8,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkbl,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkdir,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMkelem,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMklabel,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCMklbtype,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCRmtype,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnCheckout,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.CCUpdate,7,16,42,38.09523773,1,14.28571415,27.34711456,47.49438858,13,0.619047642,0,0,0.231280193,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.clearcase.ClearCase,24,111,552,20.10869598,1,4.166666508,28.81136894,36.75824356,220.5,0.798913062,33.58333206,6.083937168,0.246292714,0.000164834,13,11,24,0
org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer,3,0,6,0,3,100,1.033591747,85.7142868,3,1,2,33.33333206,0.18855042,2.97E-06,1,2,3,1
org.apache.tools.ant.taskdefs.optional.depend.ClassFile,8,8,56,14.28571415,4,50,0.904392779,48.83720779,24,0.857142866,16,28.5714283,0.576923077,1.37E-05,4,4,8,0
org.apache.tools.ant.taskdefs.optional.depend.ClassFileIterator,3,2,6,33.33333206,1,33.33333206,0.344530582,66.66666412,2,0.666666687,0,0,0.380952381,0,2,1,3,0
org.apache.tools.ant.taskdefs.optional.depend.ClassFileUtils,2,0,2,0,2,100,0.904392779,95.45454407,1,1,0,0,0,0,2,0,2,0
org.apache.tools.ant.taskdefs.optional.depend.Depend,14,24,182,13.18681335,4,28.5714283,28.72523689,42.10858536,79,0.868131876,0,0,0.263234228,0,0,14,14,1
org.apache.tools.ant.taskdefs.optional.depend.DirectoryIterator,2,1,2,50,1,50,0.344530582,72.72727203,0.5,0.5,0,0,0.395348837,0,0,2,2,0
org.apache.tools.ant.taskdefs.optional.depend.JarFileIterator,2,1,2,50,1,50,0.344530582,72.72727203,0.5,0.5,0,0,0.395348837,0,0,2,2,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ClassCPInfo,7,19,42,45.23809433,1,14.28571415,0.818260133,38.77550888,11.5,0.547619045,1.333333373,3.174603224,0.565217391,5.10E-07,6,3,9,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantCPInfo,7,9,42,21.4285717,1,14.28571415,0.602928519,38.88888931,16.5,0.785714269,24,57.1428566,0.52,8.91E-06,6,1,7,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPool,10,27,90,30,1,10,0.818260133,30.15872955,31.5,0.699999988,19.58333397,21.75926018,0.722222222,6.60E-06,8,8,16,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.ConstantPoolEntry,14,29,182,15.93406582,1,7.142857075,0.818260133,28.35820961,76.5,0.84065932,119.5833359,65.70513153,0.928571429,2.90E-05,10,12,22,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.DoubleCPInfo,2,1,2,50,1,50,0.602928519,66.66666412,0.5,0.5,1,50,0.361111111,6.19E-08,1,1,2,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.FieldRefCPInfo,4,10,12,83.33333588,1,25,0.602928519,37.83783722,1,0.166666672,0,0,0.590909091,0,2,4,6,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.FloatCPInfo,2,1,2,50,1,50,0.602928519,66.66666412,0.5,0.5,1,50,0.361111111,6.19E-08,1,1,2,0
